subset,file,split,label,n_cycles,n_cycles_after,repro_denom,repro_both,branch_repo,label_gt_ncycles,cycle_number_at_label,soh_at_label_repo,soh_before_repo,max_soh_after_repo,n_above_after_repo,first_crossing_repo,last_crossing_repo,soh_at_label_dis1,soh_before_dis1,max_soh_after_dis1,n_above_after_dis1,first_crossing_dis1,last_crossing_dis1,soh_at_label,soh_before,max_soh_after,n_above_after,last_crossing,first_crossing
Tongji,Tongji1_CY45-05_1--13.pkl,train,415,711,296,,False,first_cross,False,416.0,0.79968,0.79989,0.79949,0.0,414.0,414.0,0.83778,0.83801,0.83758,146.0,562.0,562.0,,,,,,
Tongji,Tongji1_CY45-05_1--20.pkl,train,409,728,319,,False,first_cross,False,410.0,0.79971,0.79994,0.79947,0.0,408.0,408.0,0.83892,0.83916,0.83867,157.0,567.0,567.0,,,,,,
Tongji,Tongji1_CY45-05_1--1.pkl,train,432,711,279,,False,first_cross,False,450.0,0.79947,0.79979,0.79924,0.0,431.0,431.0,0.83608,0.83641,0.83583,129.0,559.0,563.0,,,,,,
Tongji,Tongji1_CY45-05_1--14.pkl,val,433,727,294,,False,first_cross,False,434.0,0.79959,0.79984,0.79937,0.0,432.0,432.0,0.83793,0.83819,0.8377,141.0,575.0,575.0,,,,,,
Tongji,Tongji1_CY45-05_1--25.pkl,test,440,738,298,,False,first_cross,False,441.0,0.79958,0.79984,0.7995,0.0,439.0,439.0,0.83795,0.83823,0.83787,143.0,584.0,584.0,,,,,,
Tongji,Tongji1_CY45-05_1--12.pkl,train,472,799,327,,False,first_cross,False,473.0,0.79973,0.79997,0.79996,0.0,471.0,471.0,0.83637,0.83662,0.83661,161.0,634.0,634.0,,,,,,
Tongji,Tongji2_CY45-05_1--20.pkl,train,394,796,402,,False,first_cross,False,395.0,0.79979,0.79999,0.79955,0.0,393.0,393.0,0.84425,0.84447,0.844,201.0,596.0,596.0,,,,,,
Tongji,Tongji2_CY45-05_1--19.pkl,test,408,795,387,,False,first_cross,False,410.0,0.79979,0.79999,0.79958,0.0,407.0,407.0,0.84307,0.84328,0.84284,200.0,609.0,609.0,,,,,,
Tongji,Tongji2_CY45-05_1--11.pkl,train,377,799,422,,False,first_cross,False,378.0,0.79969,0.79983,0.79931,0.0,376.0,376.0,0.84925,0.8494,0.84885,234.0,612.0,612.0,,,,,,
Tongji,Tongji2_CY45-05_1--12.pkl,val,435,799,364,,False,first_cross,False,436.0,0.80007,0.79992,0.79942,0.0,434.0,436.0,0.84372,0.84356,0.84303,216.0,652.0,652.0,,,,,,
Tongji,Tongji2_CY45-05_1--26.pkl,train,407,853,446,,False,first_cross,False,409.0,0.79974,0.79987,0.79952,0.0,406.0,406.0,0.84336,0.8435,0.84313,199.0,607.0,607.0,,,,,,
Tongji,Tongji2_CY45-05_1--22.pkl,train,409,859,450,,False,first_cross,False,411.0,0.79961,0.79985,0.79935,0.0,408.0,408.0,0.8441,0.84435,0.84382,206.0,616.0,616.0,,,,,,
Tongji,Tongji2_CY45-05_1--14.pkl,train,387,863,476,,False,first_cross,False,388.0,0.79975,0.79995,0.79952,0.0,386.0,386.0,0.84849,0.8487,0.84825,239.0,627.0,627.0,,,,,,
Tongji,Tongji2_CY45-05_1--13.pkl,test,385,867,482,,False,first_cross,False,386.0,0.79976,0.79994,0.79951,0.0,384.0,384.0,0.84727,0.84746,0.847,233.0,619.0,619.0,,,,,,
Tongji,Tongji2_CY45-05_1--24.pkl,train,423,888,465,,False,first_cross,False,425.0,0.79958,0.79971,0.79939,0.0,422.0,422.0,0.84409,0.84423,0.84389,211.0,635.0,635.0,,,,,,
Tongji,Tongji2_CY45-05_1--28.pkl,test,414,884,470,,False,first_cross,False,415.0,0.79972,0.79981,0.79945,0.0,413.0,413.0,0.84281,0.8429,0.84253,204.0,618.0,620.0,,,,,,
Tongji,Tongji2_CY45-05_1--21.pkl,val,435,901,466,,False,first_cross,False,436.0,0.79954,0.79984,0.79951,0.0,434.0,434.0,0.83671,0.83702,0.83667,175.0,611.0,611.0,,,,,,
Tongji,Tongji2_CY45-05_1--23.pkl,train,432,918,486,,False,first_cross,False,434.0,0.79957,0.79978,0.79943,0.0,431.0,431.0,0.84264,0.84286,0.8425,217.0,650.0,650.0,,,,,,
Tongji,Tongji2_CY45-05_1--27.pkl,train,450,928,478,,False,first_cross,False,451.0,0.79975,0.79995,0.79949,0.0,449.0,449.0,0.8417,0.84191,0.84142,204.0,646.0,657.0,,,,,,
Tongji,Tongji2_CY45-05_1--25.pkl,train,453,932,479,,False,first_cross,False,454.0,0.79975,0.79993,0.79953,0.0,452.0,452.0,0.83909,0.83929,0.83887,193.0,647.0,647.0,,,,,,
Tongji,Tongji1_CY25-025_1--1.pkl,val,300,487,187,,False,first_cross,False,301.0,0.79955,0.79967,0.79894,0.0,299.0,299.0,0.86168,0.86181,0.86103,138.0,439.0,439.0,,,,,,
Tongji,Tongji2_CY35-05_1--1.pkl,test,419,1101,682,,False,first_cross,False,428.0,0.79989,0.79991,0.7997,0.0,418.0,418.0,0.87298,0.873,0.87277,518.0,937.0,939.0,,,,,,
Tongji,Tongji2_CY35-05_1--4.pkl,train,460,1150,690,,False,first_cross,False,470.0,0.79972,0.79993,0.79951,0.0,459.0,459.0,0.86438,0.8646,0.86415,459.0,920.0,920.0,,,,,,
Tongji,Tongji2_CY35-05_1--3.pkl,train,472,1206,734,,False,first_cross,False,482.0,0.79966,0.79982,0.7995,0.0,471.0,471.0,0.86648,0.86666,0.86631,507.0,980.0,980.0,,,,,,
Tongji,Tongji2_CY35-05_1--2.pkl,test,569,1251,682,,False,first_cross,False,581.0,0.79975,0.79993,0.79947,0.0,568.0,568.0,0.85785,0.85804,0.85755,434.0,1004.0,1004.0,,,,,,
Tongji,Tongji3_CY25-05_4--3.pkl,test,452,905,453,,False,first_cross,False,458.0,0.79959,0.79986,1.05783,4.0,451.0,738.0,0.80421,0.80448,1.06394,15.0,464.0,738.0,,,,,,
Tongji,Tongji3_CY25-05_4--2.pkl,train,469,976,507,,False,first_cross,False,475.0,0.79968,0.79995,1.06754,5.0,468.0,845.0,0.80407,0.80435,1.07341,19.0,484.0,845.0,,,,,,
Tongji,Tongji3_CY25-05_2--2.pkl,train,435,957,522,,False,first_cross,False,440.0,0.7987,0.79946,1.04278,5.0,434.0,945.0,0.80867,0.80944,1.05579,32.0,462.0,945.0,,,,,,
Tongji,Tongji3_CY25-05_4--1.pkl,train,482,985,503,,False,first_cross,False,488.0,0.79916,0.79981,1.07479,6.0,481.0,937.0,0.79902,0.79968,1.07461,6.0,481.0,937.0,,,,,,
Tongji,Tongji3_CY25-05_2--1.pkl,train,446,978,532,,False,first_cross,False,452.0,0.79951,0.79977,1.05674,6.0,445.0,945.0,0.80863,0.8089,1.0688,28.0,469.0,945.0,,,,,,
Tongji,Tongji3_CY25-05_2--3.pkl,train,470,1025,555,,False,first_cross,False,476.0,0.80037,0.79972,1.06965,6.0,469.0,945.0,0.81007,0.80942,1.08261,37.0,503.0,945.0,,,,,,
Tongji,Tongji3_CY25-05_1--1.pkl,test,481,935,454,,False,first_cross,False,487.0,0.79959,0.79995,1.07608,5.0,480.0,845.0,0.80418,0.80453,1.08225,21.0,499.0,845.0,,,,,,
Tongji,Tongji3_CY25-05_1--2.pkl,train,458,954,496,,False,first_cross,False,464.0,0.79969,0.79958,1.05806,6.0,457.0,945.0,0.80426,0.80414,1.06409,18.0,471.0,945.0,,,,,,
Tongji,Tongji3_CY25-05_1--3.pkl,train,469,993,524,,False,first_cross,False,475.0,0.79909,0.79952,1.06772,6.0,468.0,945.0,0.80416,0.80459,1.0745,21.0,484.0,945.0,,,,,,
Stanford,Stanford_Nova_Regular_Ref_102.pkl,train,473,719,246,repo,False,first_cross,False,473.0,0.79961,0.80044,0.79822,0.0,473.0,473.0,0.78984,0.79066,0.78847,0.0,466.0,466.0,0.79961,0.80044,0.79822,0.0,473.0,473.0
Stanford,Stanford_Nova_Regular_208.pkl,train,629,776,147,repo,False,first_cross,False,629.0,0.79718,0.80034,0.79616,0.0,629.0,629.0,0.77729,0.78037,0.7763,0.0,617.0,617.0,0.79718,0.80034,0.79616,0.0,629.0,629.0
Stanford,Stanford_Nova_Regular_Ref_101.pkl,train,665,778,113,repo,False,first_cross,False,665.0,0.79968,0.80005,0.79884,0.0,665.0,665.0,0.79567,0.79604,0.79483,0.0,659.0,659.0,0.79968,0.80005,0.79884,0.0,665.0,665.0
Stanford,Stanford_Nova_Regular_Ref_100.pkl,test,668,785,117,repo,False,first_cross,False,668.0,0.79915,0.80026,0.79776,0.0,668.0,668.0,0.78656,0.78765,0.78519,0.0,659.0,659.0,0.79915,0.80026,0.79776,0.0,668.0,668.0
Stanford,Stanford_Nova_Regular_210.pkl,train,631,794,163,repo,False,first_cross,False,631.0,0.79822,0.80023,0.79623,0.0,631.0,631.0,0.79197,0.79395,0.78998,0.0,627.0,627.0,0.79822,0.80023,0.79623,0.0,631.0,631.0
Stanford,Stanford_Nova_Regular_212.pkl,train,672,804,132,repo,False,first_cross,False,672.0,0.79751,0.80055,0.79425,0.0,672.0,672.0,0.78309,0.78607,0.77989,0.0,667.0,667.0,0.79751,0.80055,0.79425,0.0,672.0,672.0
Stanford,Stanford_Nova_Regular_222.pkl,train,646,824,178,repo,False,first_cross,False,646.0,0.79968,0.80168,0.79889,0.0,646.0,646.0,0.77789,0.77984,0.77712,0.0,630.0,630.0,0.79968,0.80168,0.79889,0.0,646.0,646.0
Stanford,Stanford_Nova_Regular_203.pkl,train,642,831,189,repo,False,first_cross,False,642.0,0.79997,0.80198,0.7978,0.0,642.0,642.0,0.77073,0.77266,0.76864,0.0,631.0,631.0,0.79997,0.80198,0.7978,0.0,642.0,642.0
Stanford,Stanford_Nova_Regular_205.pkl,train,714,833,119,repo,False,first_cross,False,714.0,0.79792,0.80118,0.81325,4.0,714.0,724.0,0.76254,0.76566,0.7772,0.0,686.0,686.0,0.79792,0.80118,0.81325,4.0,724.0,714.0
Stanford,Stanford_Nova_Regular_204.pkl,test,587,835,248,repo,False,first_cross,False,587.0,0.79697,0.80002,0.79573,0.0,587.0,587.0,0.78082,0.78381,0.77961,0.0,578.0,578.0,0.79697,0.80002,0.79573,0.0,587.0,587.0
Stanford,Stanford_Nova_Regular_219.pkl,train,597,838,241,repo,False,first_cross,False,597.0,0.79968,0.80096,0.79931,0.0,597.0,597.0,0.78253,0.78378,0.78217,0.0,578.0,578.0,0.79968,0.80096,0.79931,0.0,597.0,597.0
Stanford,Stanford_Nova_Regular_221.pkl,train,596,848,252,repo,False,first_cross,False,596.0,0.79842,0.80104,0.79573,0.0,596.0,596.0,0.77737,0.77992,0.77475,0.0,586.0,586.0,0.79842,0.80104,0.79573,0.0,596.0,596.0
Stanford,Stanford_Nova_Regular_193.pkl,train,612,847,235,repo,False,first_cross,False,612.0,0.79978,0.80168,0.79776,0.0,612.0,612.0,0.78044,0.78229,0.77847,0.0,597.0,597.0,0.79978,0.80168,0.79776,0.0,612.0,612.0
Stanford,Stanford_Nova_Regular_198.pkl,test,556,848,292,repo,False,first_cross,False,556.0,0.79963,0.80033,0.80005,1.0,556.0,558.0,0.78255,0.78323,0.78297,0.0,541.0,541.0,0.79963,0.80033,0.80005,1.0,558.0,556.0
Stanford,Stanford_Nova_Regular_209.pkl,test,618,899,281,repo,False,first_cross,False,618.0,0.79904,0.80106,0.81553,9.0,618.0,628.0,0.77386,0.77582,0.78983,0.0,591.0,594.0,0.79904,0.80106,0.81553,9.0,628.0,618.0
Stanford,Stanford_Nova_Regular_201.pkl,train,669,919,250,repo,False,first_cross,False,669.0,0.79834,0.80035,0.79758,0.0,669.0,669.0,0.78095,0.78292,0.78021,0.0,660.0,660.0,0.79834,0.80035,0.79758,0.0,669.0,669.0
Stanford,Stanford_Nova_Regular_216.pkl,train,805,922,117,repo,False,first_cross,False,805.0,0.79952,0.80115,0.79782,0.0,805.0,805.0,0.78743,0.78904,0.78576,0.0,798.0,798.0,0.79952,0.80115,0.79782,0.0,805.0,805.0
Stanford,Stanford_Nova_Regular_214.pkl,val,885,925,40,repo,False,first_cross,False,885.0,0.79643,0.80043,0.79346,0.0,885.0,885.0,0.77794,0.78185,0.77504,0.0,875.0,875.0,0.79643,0.80043,0.79346,0.0,885.0,885.0
Stanford,Stanford_Nova_Regular_196.pkl,train,647,932,285,repo,False,first_cross,False,647.0,0.79871,0.80218,0.79839,0.0,647.0,647.0,0.78742,0.79084,0.78711,0.0,639.0,639.0,0.79871,0.80218,0.79839,0.0,647.0,647.0
Stanford,Stanford_Nova_Regular_192.pkl,train,621,934,313,,False,first_cross,False,621.0,0.79611,0.8,0.79483,0.0,620.0,620.0,0.78247,0.78629,0.7812,0.0,613.0,613.0,,,,,,
Stanford,Stanford_Nova_Regular_229.pkl,train,834,936,102,repo,False,first_cross,False,834.0,0.7969,0.80053,0.79541,0.0,834.0,834.0,0.77804,0.78158,0.77658,0.0,824.0,824.0,0.7969,0.80053,0.79541,0.0,834.0,834.0
Stanford,Stanford_Nova_Regular_194.pkl,val,621,971,350,repo,False,first_cross,False,621.0,0.79754,0.8093,0.79473,0.0,621.0,621.0,0.77241,0.7838,0.76969,0.0,598.0,598.0,0.79754,0.8093,0.79473,0.0,621.0,621.0
Stanford,Stanford_Nova_Regular_211.pkl,train,722,981,259,repo,False,first_cross,False,722.0,0.79958,0.80438,0.79125,0.0,722.0,722.0,0.77385,0.7785,0.7658,0.0,711.0,711.0,0.79958,0.80438,0.79125,0.0,722.0,722.0
Stanford,Stanford_Nova_Regular_199.pkl,train,606,1006,400,repo,False,first_cross,False,606.0,0.79913,0.8003,0.80272,2.0,606.0,610.0,0.77917,0.78031,0.78266,0.0,587.0,594.0,0.79913,0.8003,0.80272,2.0,610.0,606.0
Stanford,Stanford_Nova_Regular_202.pkl,test,613,1016,403,repo,False,first_cross,False,613.0,0.79988,0.80408,0.80135,1.0,613.0,621.0,0.78169,0.78579,0.78312,0.0,603.0,603.0,0.79988,0.80408,0.80135,1.0,621.0,613.0
Stanford,Stanford_Nova_Regular_220.pkl,train,736,1019,283,repo,False,first_cross,False,736.0,0.79978,0.80286,0.80167,2.0,736.0,740.0,0.77604,0.77903,0.77787,0.0,711.0,711.0,0.79978,0.80286,0.80167,2.0,740.0,736.0
Stanford,Stanford_Nova_Regular_213.pkl,test,613,1020,407,repo,False,first_cross,False,613.0,0.79939,0.8008,0.80734,4.0,613.0,625.0,0.7803,0.78167,0.78806,0.0,596.0,596.0,0.79939,0.8008,0.80734,4.0,625.0,613.0
Stanford,Stanford_Nova_Regular_195.pkl,val,603,1019,416,repo,False,first_cross,False,603.0,0.799,0.80086,0.80554,2.0,603.0,622.0,0.78007,0.78189,0.78646,0.0,576.0,576.0,0.799,0.80086,0.80554,2.0,622.0,603.0
Stanford,Stanford_Nova_Regular_200.pkl,train,572,1027,455,repo,False,first_cross,False,572.0,0.79987,0.80088,0.79925,0.0,572.0,572.0,0.78494,0.78593,0.78433,0.0,562.0,562.0,0.79987,0.80088,0.79925,0.0,572.0,572.0
Stanford,Stanford_Nova_Regular_223.pkl,test,886,1037,151,repo,False,first_cross,False,886.0,0.79991,0.80284,0.79683,0.0,886.0,886.0,0.7799,0.78275,0.7769,0.0,878.0,878.0,0.79991,0.80284,0.79683,0.0,886.0,886.0
Stanford,Stanford_Nova_Regular_225.pkl,train,859,1042,183,repo,False,first_cross,False,859.0,0.79922,0.8011,0.79895,0.0,859.0,859.0,0.78664,0.78849,0.78637,0.0,848.0,852.0,0.79922,0.8011,0.79895,0.0,859.0,859.0
Stanford,Stanford_Nova_Regular_191.pkl,val,665,1042,377,repo,False,first_cross,False,665.0,0.79552,0.8022,0.79707,0.0,665.0,665.0,0.78272,0.7893,0.78425,0.0,656.0,656.0,0.79552,0.8022,0.79707,0.0,665.0,665.0
Stanford,Stanford_Nova_Regular_217.pkl,val,640,1044,404,repo,False,first_cross,False,640.0,0.79791,0.8011,0.80214,2.0,640.0,643.0,0.77953,0.78265,0.78366,0.0,633.0,633.0,0.79791,0.8011,0.80214,2.0,643.0,640.0
Stanford,Stanford_Nova_Regular_206.pkl,val,718,1050,332,repo,False,first_cross,False,718.0,0.79935,0.80048,0.81428,9.0,718.0,729.0,0.78196,0.78307,0.79657,0.0,702.0,702.0,0.79935,0.80048,0.81428,9.0,729.0,718.0
Stanford,Stanford_Nova_Regular_215.pkl,train,749,1099,350,repo,False,first_cross,False,749.0,0.7975,0.80232,0.79147,0.0,749.0,749.0,0.78096,0.78568,0.77506,0.0,741.0,741.0,0.7975,0.80232,0.79147,0.0,749.0,749.0
Stanford,Stanford_Nova_Regular_207.pkl,test,682,1105,423,repo,False,first_cross,False,682.0,0.79977,0.80383,0.80711,10.0,682.0,725.0,0.77972,0.78368,0.78688,0.0,664.0,666.0,0.79977,0.80383,0.80711,10.0,725.0,682.0
Stanford,Stanford_Nova_Regular_228.pkl,train,917,1124,207,repo,False,first_cross,False,917.0,0.75542,0.81731,0.78264,0.0,917.0,917.0,0.73857,0.79908,0.76518,0.0,916.0,916.0,0.75542,0.81731,0.78264,0.0,917.0,917.0
Stanford,Stanford_Nova_Regular_226.pkl,train,824,1128,304,repo,False,first_cross,False,824.0,0.7979,0.80209,0.79318,0.0,824.0,824.0,0.77576,0.77983,0.77116,0.0,809.0,809.0,0.7979,0.80209,0.79318,0.0,824.0,824.0
Stanford,Stanford_Nova_Regular_227.pkl,val,909,1133,224,repo,True,first_cross,False,909.0,0.78318,0.83293,0.81499,12.0,909.0,932.0,0.76264,0.81108,0.79361,0.0,909.0,909.0,0.78318,0.83293,0.81499,12.0,932.0,909.0
Stanford,Stanford_Nova_Regular_230.pkl,train,881,1219,338,repo,False,first_cross,False,881.0,0.79743,0.80074,0.79899,0.0,881.0,881.0,0.77785,0.78108,0.77938,0.0,858.0,858.0,0.79743,0.80074,0.79899,0.0,881.0,881.0
Stanford,Stanford_Nova_Regular_224.pkl,val,1004,1420,416,repo,False,first_cross,False,1004.0,0.79922,0.80063,0.80342,1.0,1004.0,1006.0,0.79006,0.79145,0.79421,0.0,989.0,989.0,0.79922,0.80063,0.80342,1.0,1006.0,1004.0
XJTU,XJTU_3C_battery-11.pkl,train,130,130,0,repo,False,first_cross,False,130.0,0.798,0.804,,0.0,130.0,130.0,0.88667,0.89333,,0.0,,,0.798,0.804,,0.0,130.0,130.0
XJTU,XJTU_3C_battery-14.pkl,val,146,146,0,repo,False,first_cross,False,146.0,0.797,0.802,,0.0,146.0,146.0,0.88852,0.89409,,0.0,,,0.797,0.802,,0.0,146.0,146.0
XJTU,XJTU_3C_battery-10.pkl,train,163,163,0,repo,False,first_cross,False,163.0,0.7995,0.8045,,0.0,163.0,163.0,0.88343,0.88895,,0.0,,,0.7995,0.8045,,0.0,163.0,163.0
XJTU,XJTU_3C_battery-15.pkl,train,167,167,0,repo,False,first_cross,False,167.0,0.799,0.8025,,0.0,167.0,167.0,0.89424,0.89815,,0.0,,,0.799,0.8025,,0.0,167.0,167.0
XJTU,XJTU_3C_battery-12.pkl,test,211,211,0,repo,False,first_cross,False,211.0,0.799,0.803,,0.0,211.0,211.0,0.89124,0.89571,,0.0,,,0.799,0.803,,0.0,211.0,211.0
XJTU,XJTU_3C_battery-13.pkl,train,225,225,0,repo,False,first_cross,False,225.0,0.7995,0.8025,,0.0,225.0,225.0,0.88784,0.89117,,0.0,,,0.7995,0.8025,,0.0,225.0,225.0
XJTU,XJTU_3C_battery-8.pkl,val,269,269,0,repo,False,first_cross,False,269.0,0.798,0.8035,,0.0,269.0,269.0,0.85668,0.86259,,0.0,,,0.798,0.8035,,0.0,269.0,269.0
XJTU,XJTU_3C_battery-3.pkl,train,285,285,0,repo,False,first_cross,False,285.0,0.799,0.8005,,0.0,285.0,285.0,0.85091,0.8525,,0.0,,,0.799,0.8005,,0.0,285.0,285.0
XJTU,XJTU_3C_battery-9.pkl,test,286,286,0,repo,False,first_cross,False,286.0,0.7985,0.801,,0.0,286.0,286.0,0.88624,0.88901,,0.0,,,0.7985,0.801,,0.0,286.0,286.0
XJTU,XJTU_3C_battery-5.pkl,train,296,296,0,repo,False,first_cross,False,296.0,0.799,0.801,,0.0,296.0,296.0,0.85455,0.85668,,0.0,,,0.799,0.801,,0.0,296.0,296.0
XJTU,XJTU_3C_battery-1.pkl,test,298,298,0,repo,False,first_cross,False,298.0,0.7995,0.8025,,0.0,298.0,298.0,0.85691,0.86013,,0.0,,,0.7995,0.8025,,0.0,298.0,298.0
XJTU,XJTU_3C_battery-2.pkl,train,291,291,0,repo,False,first_cross,False,291.0,0.7975,0.8015,,0.0,291.0,291.0,0.84705,0.8513,,0.0,,,0.7975,0.8015,,0.0,291.0,291.0
XJTU,XJTU_3C_battery-4.pkl,train,321,321,0,repo,False,first_cross,False,321.0,0.7995,0.8015,,0.0,321.0,321.0,0.85737,0.85952,,0.0,,,0.7995,0.8015,,0.0,321.0,321.0
XJTU,XJTU_3C_battery-7.pkl,train,318,318,0,repo,False,first_cross,False,318.0,0.799,0.8015,,0.0,318.0,318.0,0.85136,0.85402,,0.0,,,0.799,0.8015,,0.0,318.0,318.0
XJTU,XJTU_3C_battery-6.pkl,train,321,321,0,repo,False,first_cross,False,321.0,0.797,0.8025,,0.0,321.0,321.0,0.85653,0.86244,,0.0,,,0.797,0.8025,,0.0,321.0,321.0
XJTU,XJTU_2C_battery-1.pkl,train,389,389,0,repo,False,first_cross,False,389.0,0.796,0.821,,0.0,389.0,389.0,0.85454,0.88137,,0.0,,,0.796,0.821,,0.0,389.0,389.0
XJTU,XJTU_2C_battery-3.pkl,val,392,392,0,repo,False,first_cross,False,392.0,0.7905,0.8045,,0.0,392.0,392.0,0.84954,0.86459,,0.0,,,0.7905,0.8045,,0.0,392.0,392.0
XJTU,XJTU_2C_battery-4.pkl,train,396,395,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
XJTU,XJTU_2C_battery-7.pkl,val,401,401,0,repo,False,first_cross,False,401.0,0.7985,0.8005,,0.0,401.0,401.0,0.82405,0.82611,,0.0,,,0.7985,0.8005,,0.0,401.0,401.0
XJTU,XJTU_2C_battery-5.pkl,test,401,402,1,repo,False,first_cross,False,401.0,0.8,0.801,0.7985,0.0,401.0,401.0,0.84166,0.84271,0.84008,1.0,,,0.8,0.801,0.7985,0.0,401.0,401.0
XJTU,XJTU_2C_battery-2.pkl,train,405,406,1,repo,False,first_cross,False,405.0,0.8,0.8015,0.799,0.0,405.0,405.0,0.85975,0.86136,0.85868,1.0,,,0.8,0.8015,0.799,0.0,405.0,405.0
XJTU,XJTU_2C_battery-6.pkl,train,406,407,1,repo,False,first_cross,False,406.0,0.8,0.8015,0.7985,0.0,406.0,406.0,0.83945,0.84103,0.83788,1.0,,,0.8,0.8015,0.7985,0.0,406.0,406.0
XJTU,XJTU_2C_battery-8.pkl,train,418,419,1,repo,False,first_cross,False,418.0,0.8,0.8025,0.799,0.0,418.0,418.0,0.84522,0.84786,0.84416,1.0,,,0.8,0.8025,0.799,0.0,418.0,418.0
ISU_ILCC,ISU-ILCC_G14C4.pkl,test,169,168,0,,False,first_cross,True,,,,,,127.0,143.0,,,,,,,,,,,,
ISU_ILCC,ISU-ILCC_G14C3.pkl,train,134,168,34,dis1,False,first_cross,False,134.0,0.77918,0.78769,0.78025,0.0,112.0,112.0,0.7963,0.805,0.79739,0.0,134.0,134.0,0.7963,0.805,0.79739,0.0,134.0,134.0
ISU_ILCC,ISU-ILCC_G14C2.pkl,test,190,250,60,dis1,False,first_cross,False,190.0,0.78563,0.78907,0.7917,0.0,178.0,178.0,0.79777,0.80126,0.80393,5.0,190.0,205.0,0.79777,0.80126,0.80393,5.0,205.0,190.0
ISU_ILCC,ISU-ILCC_G53C1.pkl,train,229,466,237,repo,False,first_cross,False,229.0,0.79686,0.80092,0.79556,0.0,229.0,229.0,0.76067,0.76455,0.75943,0.0,181.0,181.0,0.79686,0.80092,0.79556,0.0,229.0,229.0
ISU_ILCC,ISU-ILCC_G14C1.pkl,train,276,420,144,dis1,False,first_cross,False,276.0,0.80078,0.8039,0.80325,5.0,278.0,284.0,0.79806,0.80116,0.80051,1.0,276.0,282.0,0.79806,0.80116,0.80051,1.0,282.0,276.0
ISU_ILCC,ISU-ILCC_G19C4.pkl,train,253,417,164,dis1,False,first_cross,False,253.0,0.78133,0.80104,0.78245,0.0,248.0,253.0,0.78704,0.80689,0.78817,0.0,253.0,253.0,0.78704,0.80689,0.78817,0.0,253.0,253.0
ISU_ILCC,ISU-ILCC_G53C2.pkl,train,262,520,258,repo,False,first_cross,False,262.0,0.79935,0.80175,0.802,4.0,262.0,268.0,0.76273,0.76502,0.76526,0.0,224.0,230.0,0.79935,0.80175,0.802,4.0,268.0,262.0
ISU_ILCC,ISU-ILCC_G53C3.pkl,test,250,586,336,repo,False,first_cross,False,250.0,0.79943,0.8175,0.79582,0.0,250.0,250.0,0.75289,0.76991,0.74949,0.0,212.0,212.0,0.79943,0.8175,0.79582,0.0,250.0,250.0
ISU_ILCC,ISU-ILCC_G9C1.pkl,train,331,354,23,repo,False,first_cross,False,331.0,0.79872,0.80007,0.79646,0.0,331.0,331.0,0.73348,0.73472,0.7314,0.0,277.0,277.0,0.79872,0.80007,0.79646,0.0,331.0,331.0
ISU_ILCC,ISU-ILCC_G9C2.pkl,train,312,345,33,repo,False,first_cross,False,312.0,0.79848,0.80306,0.79386,0.0,312.0,312.0,0.72355,0.7277,0.71936,0.0,276.0,276.0,0.79848,0.80306,0.79386,0.0,312.0,312.0
ISU_ILCC,ISU-ILCC_G36C4.pkl,train,297,427,130,repo,False,first_cross,False,297.0,0.7824,0.80158,0.78106,0.0,297.0,297.0,0.71342,0.73091,0.7122,0.0,236.0,236.0,0.7824,0.80158,0.78106,0.0,297.0,297.0
ISU_ILCC,ISU-ILCC_G9C3.pkl,train,382,384,2,repo,False,first_cross,False,382.0,0.79858,0.80158,0.79561,0.0,382.0,382.0,0.70897,0.71164,0.70634,0.0,326.0,328.0,0.79858,0.80158,0.79561,0.0,382.0,382.0
ISU_ILCC,ISU-ILCC_G35C2.pkl,val,358,431,73,repo,False,first_cross,False,358.0,0.79696,0.8016,0.79848,0.0,358.0,358.0,0.72598,0.73021,0.72737,0.0,314.0,314.0,0.79696,0.8016,0.79848,0.0,358.0,358.0
ISU_ILCC,ISU-ILCC_G20C1.pkl,train,325,377,52,repo,False,first_cross,False,325.0,0.79916,0.80436,0.793,0.0,325.0,325.0,0.71965,0.72434,0.7141,0.0,301.0,301.0,0.79916,0.80436,0.793,0.0,325.0,325.0
ISU_ILCC,ISU-ILCC_G22C2.pkl,test,308,514,206,repo,False,first_cross,False,308.0,0.79673,0.80003,0.79358,0.0,308.0,308.0,0.7094,0.71234,0.7066,0.0,275.0,275.0,0.79673,0.80003,0.79358,0.0,308.0,308.0
ISU_ILCC,ISU-ILCC_G20C2.pkl,train,372,418,46,repo,False,first_cross,False,372.0,0.7984,0.80262,0.79434,0.0,372.0,372.0,0.71279,0.71656,0.70917,0.0,346.0,346.0,0.7984,0.80262,0.79434,0.0,372.0,372.0
ISU_ILCC,ISU-ILCC_G64C3.pkl,train,584,974,390,repo,False,first_cross,False,584.0,0.79714,0.80022,0.79914,0.0,584.0,584.0,0.77234,0.77532,0.77427,0.0,522.0,525.0,0.79714,0.80022,0.79914,0.0,584.0,584.0
ISU_ILCC,ISU-ILCC_G5C4.pkl,test,334,556,222,repo,False,first_cross,False,334.0,0.78774,0.80352,0.77528,0.0,334.0,334.0,0.70227,0.71634,0.69116,0.0,322.0,322.0,0.78774,0.80352,0.77528,0.0,334.0,334.0
